date,open,high,low,close,volume,symbol
2025-01-02,25.67,26.2,25.4,25.5,35766223.0,GOZDE
2025-01-03,25.736,26.0,25.38,26.0,25314276.0,GOZDE
2025-01-06,26.138,26.46,25.84,25.84,45943059.0,GOZDE
2025-01-07,25.986,26.14,25.58,26.0,45478934.0,GOZDE
2025-01-08,25.636,26.0,25.34,25.34,35063034.0,GOZDE
2025-01-09,25.476,25.62,25.38,25.46,30074137.0,GOZDE
2025-01-10,25.236,25.58,24.6,24.9,27255693.0,GOZDE
2025-01-13,24.372,24.9,24.06,24.06,28240982.0,GOZDE
2025-01-14,24.106,24.44,23.76,23.76,22882383.0,GOZDE
2025-01-15,24.23,24.72,23.68,24.46,38221378.0,GOZDE
2025-01-16,24.518,24.68,24.32,24.48,12826725.0,GOZDE
2025-01-17,24.728,24.96,24.3,24.86,14885057.0,GOZDE
2025-01-20,25.323,25.56,25.0,25.3,17958065.0,GOZDE
2025-01-21,24.973,25.38,24.7,24.88,13289991.0,GOZDE
2025-01-22,24.71,25.02,24.54,24.7,10940823.0,GOZDE
2025-01-23,24.78,24.98,24.62,24.66,14959521.0,GOZDE
2025-01-24,24.671,24.9,24.54,24.66,10754688.0,GOZDE
2025-01-27,24.195,24.62,23.92,23.92,12423972.0,GOZDE
2025-01-28,23.919,24.34,23.76,23.92,15412374.0,GOZDE
2025-01-29,23.92,24.28,23.68,23.84,23160548.0,GOZDE
2025-01-30,23.946,24.18,23.72,23.76,9589445.0,GOZDE
2025-01-31,23.572,24.0,23.32,23.42,9660431.0,GOZDE
2025-02-03,23.19,23.68,22.78,22.82,9249209.0,GOZDE
2025-02-04,23.104,23.3,22.92,23.06,8536396.0,GOZDE
2025-02-05,22.706,23.14,22.02,22.58,10589808.0,GOZDE
2025-02-06,22.842,23.16,22.5,23.12,18539612.0,GOZDE
2025-02-07,23.457,23.7,23.02,23.7,17492213.0,GOZDE
2025-02-10,23.558,23.88,23.04,23.18,9221985.0,GOZDE
2025-02-11,23.083,23.28,22.7,23.08,13322883.0,GOZDE
2025-02-12,22.994,23.38,22.86,22.9,7754856.0,GOZDE
2025-02-13,22.933,23.16,22.74,22.96,13660837.0,GOZDE
2025-02-14,23.041,23.32,22.74,23.14,8723345.0,GOZDE
2025-02-17,23.182,23.34,23.02,23.02,8285843.0,GOZDE
2025-02-18,22.848,23.24,22.66,22.9,10831032.0,GOZDE
2025-02-19,22.782,23.0,22.4,22.4,6905326.0,GOZDE
2025-02-20,22.944,23.16,22.46,23.14,16192541.0,GOZDE
2025-02-21,22.945,23.3,22.14,22.14,28759707.0,GOZDE
2025-02-24,22.489,22.72,22.2,22.5,11800794.0,GOZDE
2025-02-25,22.02,22.52,21.7,21.72,9803109.0,GOZDE
2025-02-26,21.944,22.16,21.68,22.02,10343508.0,GOZDE
2025-02-27,22.125,22.3,22.0,22.02,10124753.0,GOZDE
2025-02-28,22.153,22.34,21.98,22.08,12211421.0,GOZDE
2025-03-03,21.502,22.02,21.12,21.36,31540509.0,GOZDE
2025-03-04,21.159,21.68,20.96,20.96,8804548.0,GOZDE
2025-03-05,21.428,21.72,21.12,21.42,9401006.0,GOZDE
2025-03-06,21.826,22.24,21.06,22.18,21618071.0,GOZDE
2025-03-07,22.349,22.52,22.08,22.52,13590505.0,GOZDE
2025-03-10,22.564,22.78,22.24,22.24,9522362.0,GOZDE
2025-03-11,22.78,23.18,22.36,22.72,44582723.0,GOZDE
2025-03-12,22.183,22.64,21.94,22.22,31461281.0,GOZDE
2025-03-13,22.902,23.26,22.32,22.9,49765348.0,GOZDE
2025-03-14,23.168,23.4,22.96,23.2,21726189.0,GOZDE
2025-03-17,23.259,23.46,23.04,23.1,13593668.0,GOZDE
2025-03-18,22.952,23.22,22.78,22.8,16327719.0,GOZDE
2025-03-19,21.057,21.98,20.52,20.52,18705406.0,GOZDE
2025-03-20,20.539,21.14,19.96,20.14,24480487.0,GOZDE
2025-03-21,18.503,20.14,18.13,18.13,19434091.0,GOZDE
2025-03-24,18.104,18.6,17.41,18.44,31804386.0,GOZDE
2025-03-25,19.254,20.26,18.5,20.26,26438782.0,GOZDE
2025-03-26,20.545,20.88,19.82,20.26,30778067.0,GOZDE
2025-03-27,20.185,20.6,19.83,20.3,24499200.0,GOZDE
2025-03-28,19.829,20.3,19.0,19.75,28686353.0,GOZDE
2025-04-02,19.729,19.89,19.56,19.56,11950228.0,GOZDE
2025-04-03,19.764,19.95,19.59,19.6,13773746.0,GOZDE
2025-04-04,19.495,19.71,19.4,19.4,7391267.0,GOZDE
2025-04-07,19.044,19.49,18.6,19.29,20647252.0,GOZDE
2025-04-08,19.769,19.96,19.43,19.76,19752574.0,GOZDE
2025-04-09,19.403,19.8,19.14,19.15,12916730.0,GOZDE
2025-04-10,19.426,19.7,19.1,19.1,16249695.0,GOZDE
2025-04-11,18.881,19.34,18.7,18.79,14502707.0,GOZDE
2025-04-14,19.197,19.48,18.85,19.23,37711489.0,GOZDE
