date,open,high,low,close,volume,symbol
2025-01-02,3.5632033,3.6781251,3.5249999,3.5375,37383007.0,MEKAG
2025-01-03,3.5215626,3.559375,3.3656251,3.5016,37029480.0,MEKAG
2025-01-06,3.539922,3.5749998,3.5,3.5328,38674158.0,MEKAG
2025-01-07,3.5328126,3.5578127,3.484375,3.5313,29135008.0,MEKAG
2025-01-08,3.5471873,3.60625,3.478125,3.4813,34384728.0,MEKAG
2025-01-09,3.500625,3.5375,3.459375,3.5234,23714220.0,MEKAG
2025-01-10,3.5308595,3.565625,3.49375,3.5016,27286264.0,MEKAG
2025-01-13,3.4128122,3.5,3.3546875,3.3969,29758722.0,MEKAG
2025-01-14,3.3731248,3.4140625,3.334375,3.3672,11432461.0,MEKAG
2025-01-15,3.3458593,3.375,3.315625,3.3594,13212650.0,MEKAG
2025-01-16,3.385,3.4281251,3.3609376,3.3766,13355082.0,MEKAG
2025-01-17,3.3708594,3.396875,3.3390627,3.3937,14436231.0,MEKAG
2025-01-20,3.4271874,3.4640625,3.3765626,3.4266,14154790.0,MEKAG
2025-01-21,3.3910937,3.425,3.3687499,3.3766,12287297.0,MEKAG
2025-01-22,3.3671875,3.4140625,3.3296874,3.375,13659752.0,MEKAG
2025-01-23,3.442109,3.475,3.3781252,3.4453,22953666.0,MEKAG
2025-01-24,3.4461718,3.484375,3.4078124,3.4484,14153563.0,MEKAG
2025-01-27,3.5133595,3.5765624,3.4468749,3.5016,68749434.0,MEKAG
2025-01-28,3.449453,3.4953127,3.4078124,3.4438,19567386.0,MEKAG
2025-01-29,3.380078,3.4453125,3.3203125,3.3203,15436414.0,MEKAG
2025-01-30,3.3074217,3.34375,3.2734375,3.2969,16275485.0,MEKAG
2025-01-31,3.2654688,3.3546875,3.2062502,3.3547,36450906.0,MEKAG
2025-02-03,3.2602344,3.359375,3.1984375,3.1984,25990572.0,MEKAG
2025-02-04,3.2259374,3.2609377,3.1890626,3.2031,20390055.0,MEKAG
2025-02-05,3.150625,3.2124999,3.1218748,3.1516,14903964.0,MEKAG
2025-02-06,3.285,3.4296875,3.1484375,3.3547,43609393.0,MEKAG
2025-02-07,3.3575,3.396875,3.2953124,3.3891,24048046.0,MEKAG
2025-02-10,3.393125,3.4312499,3.3625002,3.4125,12944150.0,MEKAG
2025-02-11,3.409922,3.5218751,3.359375,3.4031,13297473.0,MEKAG
2025-02-12,3.3667188,3.4281251,3.3234377,3.4063,13726198.0,MEKAG
2025-02-13,3.3853126,3.4671876,3.3531249,3.3594,9378129.0,MEKAG
2025-02-14,3.3803906,3.4359374,3.29375,3.4312,13576583.0,MEKAG
2025-02-17,3.3930469,3.4953127,3.3171873,3.3328,23040719.0,MEKAG
2025-02-18,3.331953,3.3859375,3.2875001,3.3187,13554582.0,MEKAG
2025-02-19,3.3048437,3.3578124,3.2734375,3.3578,13618580.0,MEKAG
2025-02-20,3.3250782,3.3890626,3.296875,3.3031,14007834.0,MEKAG
2025-02-21,3.3690624,3.475,3.2765625,3.3859,46457012.0,MEKAG
2025-02-24,3.415625,3.5140624,3.3484375,3.5141,37045676.0,MEKAG
2025-02-25,3.3271875,3.5140624,3.25,3.2922,33231510.0,MEKAG
2025-02-26,3.2941408,3.4281251,3.2359374,3.2922,25215303.0,MEKAG
2025-02-27,3.305078,3.346875,3.2578125,3.3406,12071062.0,MEKAG
2025-02-28,3.3197656,3.346875,3.3046875,3.3094,5253415.0,MEKAG
2025-03-03,3.2996874,3.359375,3.253125,3.2813,17165761.0,MEKAG
2025-03-04,3.2247658,3.2718751,3.2046876,3.2234,8836378.0,MEKAG
2025-03-05,3.2359374,3.25625,3.2093751,3.2469,7154699.0,MEKAG
2025-03-06,3.3543751,3.4359374,3.2265625,3.4125,22341208.0,MEKAG
2025-03-07,3.338672,3.4328125,3.2921875,3.3125,32973157.0,MEKAG
2025-03-10,3.3140624,3.3421874,3.234375,3.3422,27113551.0,MEKAG
2025-03-11,3.2995315,3.3421874,3.265625,3.3063,15214103.0,MEKAG
2025-03-12,3.281875,3.30625,3.2421875,3.2984,19084222.0,MEKAG
2025-03-13,3.3328905,3.4015627,3.30625,3.3391,19731802.0,MEKAG
2025-03-14,3.3371875,3.359375,3.3203125,3.3266,15542882.0,MEKAG
2025-03-17,3.3526564,3.390625,3.31875,3.3672,29180294.0,MEKAG
2025-03-18,3.3507032,3.4343748,3.2859375,3.4344,36260339.0,MEKAG
2025-03-19,3.178047,3.2984376,3.0953124,3.1406,41662938.0,MEKAG
2025-03-20,3.2225,3.309375,3.109375,3.3047,36740852.0,MEKAG
2025-03-21,3.0973437,3.3046875,3.0203125,3.2344,14970789.0,MEKAG
2025-03-24,3.2379687,3.3562498,3.1828127,3.3562,45514138.0,MEKAG
2025-03-25,3.2771091,3.3859375,3.240625,3.2453,97987448.0,MEKAG
2025-03-26,3.1923437,3.2296875,3.15625,3.1969,26855407.0,MEKAG
2025-03-27,3.2191408,3.2453127,3.1984375,3.2109,35779913.0,MEKAG
2025-03-28,3.2121875,3.2390623,3.165625,3.2391,21927924.0,MEKAG
2025-04-02,3.4346876,3.5625,3.2140625,3.525,130017997.0,MEKAG
2025-04-03,3.4617188,3.6578126,3.3671875,3.3672,153200913.0,MEKAG
2025-04-04,3.3676562,3.4171877,3.309375,3.3734,59425981.0,MEKAG
2025-04-07,3.391797,3.459375,3.2906249,3.4031,64605122.0,MEKAG
2025-04-08,3.4145312,3.490625,3.3609376,3.4016,68310571.0,MEKAG
2025-04-09,3.3621094,3.4109375,3.3171873,3.3531,44554963.0,MEKAG
2025-04-10,3.3543751,3.4296875,3.328125,3.3484,41873807.0,MEKAG
2025-04-11,3.4419532,3.5765624,3.34375,3.5609,63305949.0,MEKAG
2025-04-14,3.6507032,3.784375,3.471875,3.7641,97866369.0,MEKAG
2025-04-15,3.8126562,3.8968751,3.7046874,3.8969,91958693.0,MEKAG
2025-04-16,4.2851562,4.2851562,4.2851562,4.2852,26211663.0,MEKAG
2025-04-17,4.0183597,4.5742188,3.8578126,3.8594,758134412.0,MEKAG
2025-04-18,3.7391405,3.9765625,3.6671875,3.675,202527537.0,MEKAG
2025-04-21,3.641797,3.7296877,3.59375,3.7219,92569354.0,MEKAG
2025-04-22,3.6265624,3.7296877,3.5890625,3.6547,83244583.0,MEKAG
2025-04-24,3.5095313,3.7171876,3.4265625,3.4266,137547430.0,MEKAG
2025-04-25,3.4299219,3.5265625,3.3828125,3.3906,118571614.0,MEKAG
2025-04-28,3.4837499,3.5843751,3.34375,3.5625,134953941.0,MEKAG
2025-04-29,3.5842185,3.659375,3.484375,3.6203,148773368.0,MEKAG
2025-04-30,3.5664062,3.6703124,3.409375,3.4094,108146089.0,MEKAG
2025-05-02,3.5296874,3.625,3.403125,3.6047,94900800.0,MEKAG
2025-05-05,3.70625,3.7671876,3.5921874,3.7359,104831676.0,MEKAG
2025-05-06,3.6551561,3.828125,3.55,3.6328,103234557.0,MEKAG
2025-05-07,3.4968748,3.640625,3.409375,3.4094,61740109.0,MEKAG
2025-05-08,3.342969,3.459375,3.3000002,3.35,69534272.0,MEKAG
2025-05-09,3.3553908,3.3828125,3.3375,3.3438,29078927.0,MEKAG
2025-05-12,3.400703,3.4296875,3.3656251,3.3906,31528095.0,MEKAG
2025-05-13,3.4313283,3.4765625,3.39375,3.4297,39082339.0,MEKAG
2025-05-14,3.4103906,3.4375,3.3765626,3.3844,24725777.0,MEKAG
2025-05-15,3.3870313,3.4468749,3.3328125,3.3391,32268134.0,MEKAG
2025-05-16,3.352578,3.3875,3.3328125,3.3531,18298898.0,MEKAG
2025-05-20,3.3671875,3.390625,3.3484375,3.3594,21758598.0,MEKAG
2025-05-21,3.3401563,3.3734374,3.2703125,3.2703,18551231.0,MEKAG
2025-05-22,3.2832031,3.321875,3.2640624,3.2797,16446095.0,MEKAG
2025-05-23,3.269219,3.303125,3.234375,3.2344,15245478.0,MEKAG
2025-05-26,3.2427344,3.2718751,3.2203126,3.2438,13963422.0,MEKAG
2025-05-27,3.225078,3.2734375,3.190625,3.1969,15958253.0,MEKAG
2025-05-28,3.1417968,3.2046876,3.0953124,3.0953,17780922.0,MEKAG
2025-05-29,3.0885937,3.1390624,3.0625,3.0656,14288366.0,MEKAG
2025-05-30,3.047578,3.1062498,2.9984376,3.0031,21649549.0,MEKAG
2025-06-02,2.9866407,3.0234375,2.96875,2.9766,14168951.0,MEKAG
2025-06-03,3.0214844,3.059375,2.990625,3.0313,11487022.0,MEKAG
2025-06-04,3.076875,3.1187499,3.0375001,3.1156,9121358.0,MEKAG
2025-06-05,3.1221876,3.1546876,3.090625,3.1156,5531752.0,MEKAG
2025-06-10,3.1724217,3.203125,3.1203125,3.1719,20855341.0,MEKAG
2025-06-11,3.1635156,3.1953125,3.125,3.1672,19393317.0,MEKAG
2025-06-12,3.11,3.1546876,3.078125,3.0891,10325437.0,MEKAG
2025-06-13,2.9040625,3.0,2.8546877,2.9625,23977281.0,MEKAG
2025-06-16,3.0358596,3.0859375,2.9140625,3.0656,30850594.0,MEKAG
2025-06-17,3.071875,3.0984375,3.0437498,3.0703,33685408.0,MEKAG
2025-06-18,3.0523438,3.0703125,3.021875,3.0609,26714810.0,MEKAG
2025-06-19,3.008672,3.0656252,2.9546876,2.9719,12705100.0,MEKAG
2025-06-20,2.9766407,2.9984376,2.9359376,2.9531,17257431.0,MEKAG
2025-06-23,2.9239843,2.9609375,2.8734374,2.925,8290447.0,MEKAG
2025-06-24,3.0097656,3.0625,2.9609375,3.0359,16582647.0,MEKAG
2025-06-25,3.0529687,3.0875,3.0046873,3.0313,11317217.0,MEKAG
2025-06-26,3.0193748,3.0671873,3.00625,3.0141,11153169.0,MEKAG
2025-06-27,3.1048439,3.2234373,3.0,3.1859,28659617.0,MEKAG
2025-06-30,3.1489844,3.240625,3.103125,3.1984,51020725.0,MEKAG
2025-07-01,3.1695313,3.2218752,3.1375,3.1531,25944345.0,MEKAG
2025-07-02,3.1553125,3.175,3.1125,3.1328,16376818.0,MEKAG
2025-07-03,3.3125,3.415625,3.1359375,3.3516,98554013.0,MEKAG
2025-07-04,3.3703125,3.4296875,3.3171873,3.3609,41513060.0,MEKAG
2025-07-07,3.3215623,3.39375,3.2671876,3.2672,15360598.0,MEKAG
2025-07-08,3.2797656,3.3203125,3.2218752,3.2734,14292229.0,MEKAG
2025-07-09,3.3431249,3.4375,3.265625,3.4375,30271225.0,MEKAG
2025-07-10,3.41625,3.4609375,3.3625002,3.3984,17158691.0,MEKAG
2025-07-11,3.3761718,3.4375,3.3234377,3.3375,30958465.0,MEKAG
2025-07-14,3.3608594,3.3875,3.3296874,3.3516,15936623.0,MEKAG
2025-07-16,3.3735938,3.4234376,3.28125,3.3672,40608155.0,MEKAG
2025-07-17,3.3736718,3.3984375,3.3484375,3.3766,15718546.0,MEKAG
2025-07-18,3.3689845,3.384375,3.3515625,3.3687,12595605.0,MEKAG
2025-07-21,3.404922,3.4203124,3.3765626,3.4063,18091614.0,MEKAG
2025-07-22,3.45875,3.5187502,3.425,3.4953,57268205.0,MEKAG
2025-07-23,3.491875,3.5859375,3.4140625,3.4172,61244247.0,MEKAG
2025-07-24,3.4464061,3.5,3.390625,3.4578,43133537.0,MEKAG
2025-07-25,3.4642186,3.4984374,3.4343748,3.4813,22712494.0,MEKAG
2025-07-28,3.548672,3.65625,3.4625,3.6281,46591240.0,MEKAG
2025-07-29,3.6576562,3.7359376,3.55625,3.5625,55986394.0,MEKAG
2025-07-30,3.5521874,3.6031249,3.5062501,3.5859,23143198.0,MEKAG
2025-07-31,3.6434376,3.7140627,3.5953126,3.6359,41417250.0,MEKAG
2025-08-01,3.6168752,3.734375,3.5578127,3.7047,83001833.0,MEKAG
2025-08-04,3.7239842,3.7734375,3.6750002,3.7156,55212165.0,MEKAG
2025-08-05,3.9640627,4.0859375,3.7015626,4.0859,134551103.0,MEKAG
2025-08-06,4.1613283,4.28125,4.0390625,4.2461,144227673.0,MEKAG
2025-08-07,4.348047,4.453125,4.2265625,4.4258,65760131.0,MEKAG
2025-08-08,4.1671095,4.453125,4.0585938,4.0664,147750149.0,MEKAG
