date,open,high,low,close,volume,symbol
2025-01-02,3.8431158,3.9845726,3.7406816,3.8321,5876985.0,SEKUR
2025-01-03,3.7187314,3.8687243,3.6461737,3.7803,8151542.0,SEKUR
2025-01-06,3.7303162,3.7803137,3.6888547,3.7803,6125517.0,SEKUR
2025-01-07,3.7409863,3.8047028,3.691903,3.701,3845117.0,SEKUR
2025-01-08,3.659283,3.7345843,3.6126387,3.6157,5340176.0,SEKUR
2025-01-09,3.6647704,3.737633,3.6217847,3.7163,2643458.0,SEKUR
2025-01-10,3.7022686,3.7345843,3.658368,3.6675,2548134.0,SEKUR
2025-01-13,3.6089804,3.6766603,3.5608118,3.6553,2942832.0,SEKUR
2025-01-14,3.6120288,3.6736114,3.5699577,3.6431,1710828.0,SEKUR
2025-01-15,3.6117241,3.6553195,3.5882497,3.637,2584106.0,SEKUR
2025-01-16,3.5696528,3.6370277,3.5059361,3.5669,2218526.0,SEKUR
2025-01-17,3.6132483,3.7498274,3.4784985,3.7498,4642781.0,SEKUR
2025-01-20,3.6873305,3.762022,3.5973954,3.634,3678252.0,SEKUR
2025-01-21,3.6516612,3.737633,3.6126387,3.6767,2695932.0,SEKUR
2025-01-22,3.658368,3.7040977,3.6126387,3.6919,3038320.0,SEKUR
2025-01-23,3.6464787,3.7040977,3.6187358,3.6431,2054700.0,SEKUR
2025-01-24,3.6239185,3.6766603,3.5791035,3.6584,2323639.0,SEKUR
2025-01-27,3.623004,3.7040977,3.5791035,3.6645,2037910.0,SEKUR
2025-01-28,3.623309,3.667514,3.5973954,3.6523,1553737.0,SEKUR
2025-01-29,3.6001391,3.6827574,3.5364227,3.6248,1911705.0,SEKUR
2025-01-30,3.5717866,3.6522708,3.5364227,3.5608,1251471.0,SEKUR
2025-01-31,3.5656896,3.6217847,3.5059361,3.5882,1475443.0,SEKUR
2025-02-03,3.4934366,3.5943468,3.4144769,3.4145,2345748.0,SEKUR
2025-02-04,3.4022825,3.4967904,3.262045,3.3809,2301931.0,SEKUR
2025-02-05,3.5159967,3.6034925,3.3839908,3.4389,4502675.0,SEKUR
2025-02-06,3.4330735,3.5303254,3.3839908,3.5303,2639588.0,SEKUR
2025-02-07,3.4742303,3.5303254,3.4419148,3.4846,1750413.0,SEKUR
2025-02-10,3.6266623,3.6888547,3.4906929,3.6706,5266911.0,SEKUR
2025-02-11,3.771473,3.862627,3.658368,3.7376,7327027.0,SEKUR
2025-02-12,3.7251334,3.8687243,3.661417,3.698,3350295.0,SEKUR
2025-02-13,3.6397715,3.719341,3.5486174,3.6736,3565813.0,SEKUR
2025-02-14,3.605322,3.667514,3.566909,3.6157,1243730.0,SEKUR
2025-02-17,3.6041024,3.7498274,3.5059361,3.5669,1390434.0,SEKUR
2025-02-18,3.5336788,3.591298,3.5059361,3.5486,1616988.0,SEKUR
2025-02-19,3.4361224,3.5455685,3.3535042,3.4358,3079682.0,SEKUR
2025-02-20,3.479413,3.5730064,3.3535042,3.5059,4235987.0,SEKUR
2025-02-21,3.506546,3.7498274,3.4144769,3.4572,2936084.0,SEKUR
2025-02-24,3.4626455,3.5486174,3.4144769,3.4541,1675894.0,SEKUR
2025-02-25,3.354419,3.4754498,3.2071695,3.3748,3415912.0,SEKUR
2025-02-26,3.3410046,3.4083798,3.3230176,3.3322,2214648.0,SEKUR
2025-02-27,3.3675277,3.4510605,3.2925315,3.3962,3092285.0,SEKUR
2025-02-28,3.4849005,3.5272765,3.3961852,3.4815,2191471.0,SEKUR
2025-03-03,3.3928316,3.5272765,3.3535042,3.387,3124506.0,SEKUR
2025-03-04,3.3129573,3.3992336,3.2193642,3.3383,1970798.0,SEKUR
2025-03-05,3.2614353,3.3352122,3.1705856,3.3078,2256965.0,SEKUR
2025-03-06,3.3602114,3.4754498,3.2772882,3.4267,2214738.0,SEKUR
2025-03-07,3.4175258,3.4998388,3.3260665,3.4328,2446884.0,SEKUR
2025-03-10,3.412648,3.4906929,3.3535042,3.4206,1740702.0,SEKUR
2025-03-11,3.4144769,3.4754498,3.3687475,3.4389,1912416.0,SEKUR
2025-03-12,3.3952706,3.4327688,3.380942,3.387,2015592.0,SEKUR
2025-03-13,3.416611,3.5059361,3.3656988,3.5059,2832897.0,SEKUR
2025-03-14,3.7818382,3.8565297,3.4632552,3.8565,19546127.0,SEKUR
