date,open,high,low,close,volume,symbol
2025-01-02,4.715926,4.7753706,4.6564813,4.7655,303606289.0,SKBNK
2025-01-03,4.846704,4.904166,4.7753706,4.8844,265608208.0,SKBNK
2025-01-06,4.9229903,4.983426,4.844722,4.9339,274582639.0,SKBNK
2025-01-07,4.9844165,5.062685,4.894259,5.0032,381054612.0,SKBNK
2025-01-08,5.0418797,5.1122217,4.9735184,5.0528,382853139.0,SKBNK
2025-01-09,5.0914164,5.1221294,5.052778,5.1122,276898178.0,SKBNK
2025-01-10,5.3123517,5.4589815,5.092407,5.3995,708940945.0,SKBNK
2025-01-13,5.4163795,5.508518,5.330185,5.4194,563008026.0,SKBNK
2025-01-14,5.4589815,5.498611,5.3896294,5.4887,300915288.0,SKBNK
2025-01-15,5.121139,5.548148,4.943796,4.9438,737749302.0,SKBNK
2025-01-16,4.8665185,5.1221294,4.6762958,4.706,668477768.0,SKBNK
2025-01-17,4.463287,4.5871296,4.3196297,4.5277,913568269.0,SKBNK
2025-01-20,4.4652686,4.597037,4.398889,4.4088,482316466.0,SKBNK
2025-01-21,4.3691664,4.4385185,4.2899075,4.2899,350984708.0,SKBNK
2025-01-22,4.3572774,4.398889,4.2998147,4.3593,336351752.0,SKBNK
2025-01-23,4.3503423,4.428611,4.2700925,4.2701,349426840.0,SKBNK
2025-01-24,4.252259,4.2899075,4.220556,4.2305,234912652.0,SKBNK
2025-01-27,4.208667,4.2502775,4.180926,4.1809,144282005.0,SKBNK
2025-01-28,4.197768,4.230463,4.161111,4.1908,212922782.0,SKBNK
2025-01-29,4.178944,4.2502775,4.111574,4.1116,272153999.0,SKBNK
2025-01-30,4.1095924,4.1512036,4.0719447,4.1017,210472537.0,SKBNK
2025-01-31,4.029342,4.1214814,3.9728706,4.0026,172690155.0,SKBNK
2025-02-03,3.9154072,3.9728706,3.8539815,3.8837,184099745.0,SKBNK
2025-02-04,3.9619722,4.022407,3.8737962,3.9431,186323584.0,SKBNK
2025-02-05,3.924324,4.0025926,3.844074,3.9134,209914843.0,SKBNK
2025-02-06,3.8995557,3.9530554,3.863889,3.8837,238793362.0,SKBNK
2025-02-07,3.8797405,3.9035184,3.863889,3.8837,137618190.0,SKBNK
2025-02-10,3.8896482,3.9332407,3.8539815,3.854,177364985.0,SKBNK
2025-02-11,3.8500183,3.8737962,3.8341665,3.8441,140828899.0,SKBNK
2025-02-12,3.7985,3.863889,3.7350924,3.7351,205797515.0,SKBNK
2025-02-13,3.8183148,3.8737962,3.745,3.8342,317356717.0,SKBNK
2025-02-14,3.8044443,3.8737962,3.7648146,3.7945,275062587.0,SKBNK
2025-02-17,3.8183148,3.844074,3.7945368,3.8044,143521233.0,SKBNK
2025-02-18,3.779676,3.824259,3.7350924,3.7846,168455642.0,SKBNK
2025-02-19,3.7489629,3.8044443,3.6855555,3.7054,163824050.0,SKBNK
2025-02-20,3.7568889,3.8044443,3.695463,3.7747,237943058.0,SKBNK
2025-02-21,3.7400463,3.7846296,3.6657407,3.6856,153797010.0,SKBNK
2025-02-24,3.7033887,3.7251852,3.6756482,3.6756,91881149.0,SKBNK
2025-02-25,3.6726758,3.7053702,3.6360185,3.6657,117585463.0,SKBNK
2025-02-26,3.6974444,3.7350924,3.6558332,3.6955,188911962.0,SKBNK
2025-02-27,3.7588701,3.8341665,3.6657407,3.8144,339312113.0,SKBNK
2025-02-28,3.833176,3.8737962,3.7846296,3.8342,315251652.0,SKBNK
2025-03-03,3.966926,4.032315,3.8539815,3.9431,528312077.0,SKBNK
2025-03-04,3.9302685,3.9827776,3.8837037,3.8936,276360755.0,SKBNK
2025-03-05,3.9035184,3.9530554,3.863889,3.9134,250738083.0,SKBNK
2025-03-06,3.9461203,3.9827776,3.9035184,3.9729,377068788.0,SKBNK
2025-03-07,4.004574,4.042222,3.9629629,4.0125,330930801.0,SKBNK
2025-03-10,4.0075464,4.062037,3.9629629,3.9927,164086991.0,SKBNK
2025-03-11,3.9619722,4.0125003,3.9332407,3.9531,146411251.0,SKBNK
2025-03-12,3.9986293,4.022407,3.9629629,3.9927,372842688.0,SKBNK
2025-03-13,4.087796,4.1710186,4.0125003,4.1413,481648143.0,SKBNK
2025-03-14,4.178944,4.2700925,4.111574,4.2602,399963144.0,SKBNK
